name,address,city,state,source_url
Henry Ford College,5101 Evergreen Rd,Dearborn,MI,https://databayou.com/usofa/colleges.html
Hillsdale College,33 E College St,Hillsdale,MI,https://databayou.com/usofa/colleges.html
Hope College,"100 E. 8th Street, Suite 260",Holland,MI,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Wyoming,1980 Metro Court S.W.,Wyoming,MI,https://databayou.com/usofa/colleges.html
Jackson College,2111 Emmons Rd,Jackson,MI,https://databayou.com/usofa/colleges.html
Wright Beauty Academy,6666 Lovers Ln,Portage,MI,https://databayou.com/usofa/colleges.html
Kalamazoo College,1200 Academy St,Kalamazoo,MI,https://databayou.com/usofa/colleges.html
Kalamazoo Valley Community College,6767 West O Ave,Kalamazoo,MI,https://databayou.com/usofa/colleges.html
Kellogg Community College,450 North Ave,Battle Creek,MI,https://databayou.com/usofa/colleges.html
Kirtland Community College,10775 N Saint Helen Road,Roscommon,MI,https://databayou.com/usofa/colleges.html
Michigan College of Beauty-Monroe,1020 S. Monroe St.,Monroe,MI,https://databayou.com/usofa/colleges.html
Lake Michigan College,2755 East Napier Avenue,Benton Harbor,MI,https://databayou.com/usofa/colleges.html
Lake Superior State University,650 W Easterday Ave,Sault Ste Marie,MI,https://databayou.com/usofa/colleges.html
Lansing Community College,419 N Capitol Ave,Lansing,MI,https://databayou.com/usofa/colleges.html
Lawrence Technological University,21000 West Ten Mile Road,Southfield,MI,https://databayou.com/usofa/colleges.html
M J Murphy Beauty College of Mount Pleasant,201 W Broadway,Mount Pleasant,MI,https://databayou.com/usofa/colleges.html
Macomb Community College,14500 E Twelve Mile Rd,Warren,MI,https://databayou.com/usofa/colleges.html
Madonna University,36600 Schoolcraft Rd,Livonia,MI,https://databayou.com/usofa/colleges.html
Marygrove College,8425 W McNichols Rd,Detroit,MI,https://databayou.com/usofa/colleges.html
Rochester College,800 West Avon Road,Rochester Hills,MI,https://databayou.com/usofa/colleges.html
University of Michigan-Ann Arbor,503 Thompson Street,Ann Arbor,MI,https://databayou.com/usofa/colleges.html
Michigan Barber School Inc,8988-90 Grand River Avenue,Detroit,MI,https://databayou.com/usofa/colleges.html
Michigan State University,M,East Lansing,MI,https://databayou.com/usofa/colleges.html
Michigan Technological University,1400 Townsend Drive,Houghton,MI,https://databayou.com/usofa/colleges.html
University of Michigan-Dearborn,4901 Evergreen Rd,Dearborn,MI,https://databayou.com/usofa/colleges.html
University of Michigan-Flint,303 E. Kearsley Street,Flint,MI,https://databayou.com/usofa/colleges.html
Mid Michigan Community College,1375 S Clare Ave,Harrison,MI,https://databayou.com/usofa/colleges.html
Monroe County Community College,1555 South Raisinville Road,Monroe,MI,https://databayou.com/usofa/colleges.html
Montcalm Community College,2800 College Dr,Sidney,MI,https://databayou.com/usofa/colleges.html
Mr Bela's School of Cosmetology Inc,5580 East 12 Mile Road,Warren,MI,https://databayou.com/usofa/colleges.html
Baker College of Muskegon,1903 Marquette Ave,Muskegon,MI,https://databayou.com/usofa/colleges.html
Muskegon Community College,221 S Quarterline Rd,Muskegon,MI,https://databayou.com/usofa/colleges.html
Everest College-Skokie,9811 Woods Drive,Skokie,IL,https://databayou.com/usofa/colleges.html
Everest Institute-Southfield,21107 Lahser Road,Southfield,MI,https://databayou.com/usofa/colleges.html
North Central Michigan College,1515 Howard St,Petoskey,MI,https://databayou.com/usofa/colleges.html
Northern Michigan University,1401 Presque Isle Avenue,Marquette,MI,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-Escanaba,1625 Sheridan Rd,Escanaba,MI,https://databayou.com/usofa/colleges.html
Northwestern Michigan College,1701 E Front St,Traverse City,MI,https://databayou.com/usofa/colleges.html
Northwood University-Michigan,4000 Whiting Dr,Midland,MI,https://databayou.com/usofa/colleges.html
Oakland Community College,2480 Opdyke Rd,Bloomfield Hills,MI,https://databayou.com/usofa/colleges.html
Oakland University,2200 North Squirrel Road,Rochester Hills,MI,https://databayou.com/usofa/colleges.html
Olivet College,320 South Main Street,Olivet,MI,https://databayou.com/usofa/colleges.html
Port Huron Cosmetology College,5620 Dixie Hwy,Waterford,MI,https://databayou.com/usofa/colleges.html
Kuyper College,3333 East Beltline Ave NE,Grand Rapids,MI,https://databayou.com/usofa/colleges.html
Ross Medical Education Center-Lansing,4106 W Saginaw Hwy,Lansing,MI,https://databayou.com/usofa/colleges.html
Ross Medical Education Center-Madison Heights,29429 John R Road,Madison Heights,MI,https://databayou.com/usofa/colleges.html
Ross Medical Education Center-Flint,"G3630 Miller Road, Suite D",Flint,MI,https://databayou.com/usofa/colleges.html
Sacred Heart Major Seminary,2701 Chicago Blvd,Detroit,MI,https://databayou.com/usofa/colleges.html
Saginaw Valley State University,7400 Bay Rd,University Center,MI,https://databayou.com/usofa/colleges.html
Schoolcraft College,18600 Haggerty Road,Livonia,MI,https://databayou.com/usofa/colleges.html
Siena Heights University,1247 E. Siena Heights Dr.,Adrian,MI,https://databayou.com/usofa/colleges.html
St Clair County Community College,323 Erie Street,Port Huron,MI,https://databayou.com/usofa/colleges.html
Southwestern Michigan College,58900 Cherry Grove Rd,Dowagiac,MI,https://databayou.com/usofa/colleges.html
Specs Howard School of Media Arts,19900 W Nine Mile Rd,Southfield,MI,https://databayou.com/usofa/colleges.html
Spring Arbor University,106 E. Main St,Spring Arbor,MI,https://databayou.com/usofa/colleges.html
Michigan Career and Technical Institute,11611 West Pine Lake Road,Plainwell,MI,https://databayou.com/usofa/colleges.html
Finlandia University,601 Quincy St,Hancock,MI,https://databayou.com/usofa/colleges.html
Western Michigan University-Thomas M. Cooley Law School,300 S Capitol Ave,Lansing,MI,https://databayou.com/usofa/colleges.html
Twin City Beauty College,2600 Lincoln  Avenue,Saint Joseph,MI,https://databayou.com/usofa/colleges.html
Walsh College of Accountancy and Business Administration,3838 Livernois,Troy,MI,https://databayou.com/usofa/colleges.html
Washtenaw Community College,4800 E Huron River Dr,Ann Arbor,MI,https://databayou.com/usofa/colleges.html
Wayne County Community College District,801 W. Fort Street,Detroit,MI,https://databayou.com/usofa/colleges.html
Wayne State University,656 West Kirby Street,Detroit,MI,https://databayou.com/usofa/colleges.html
West Shore Community College,3000 N Stiles Rd,Scottville,MI,https://databayou.com/usofa/colleges.html
Excel Academies of Cosmetology-Kentwood,2855 29th Street SE Suite B,Kentwood,MI,https://databayou.com/usofa/colleges.html
Western Michigan University,1903 West Michigan Avenue,Kalamazoo,MI,https://databayou.com/usofa/colleges.html
Western Theological Seminary,101 E 13th St,Holland,MI,https://databayou.com/usofa/colleges.html
Wright Beauty Academy,492 Capital SW,Battle Creek,MI,https://databayou.com/usofa/colleges.html
Academy College,"1600 W. 82nd Street, Suite 100",Bloomington,MN,https://databayou.com/usofa/colleges.html
Alexandria Technical & Community College,1601 Jefferson Streeet,Alexandria,MN,https://databayou.com/usofa/colleges.html
American Indian OIC Inc,1845 E. Franklin Ave,Minneapolis,MN,https://databayou.com/usofa/colleges.html
Anoka Technical College,1355 Highway 10 West,Anoka,MN,https://databayou.com/usofa/colleges.html
Anoka-Ramsey Community College,11200 Mississippi Blvd. NW,Coon Rapids,MN,https://databayou.com/usofa/colleges.html
Augsburg College,2211 Riverside Ave,Minneapolis,MN,https://databayou.com/usofa/colleges.html
Riverland Community College,1900 8th Ave NW,Austin,MN,https://databayou.com/usofa/colleges.html
Northwest Technical College,905 Grant Avenue SE,Bemidji,MN,https://databayou.com/usofa/colleges.html
Bemidji State University,1500 Birchmont Dr,Bemidji,MN,https://databayou.com/usofa/colleges.html
Bethany Lutheran College,700 Luther Dr,Mankato,MN,https://databayou.com/usofa/colleges.html
Bethel University,3900 Bethel Dr,Saint Paul,MN,https://databayou.com/usofa/colleges.html
Bethel Seminary-St Paul,3949 Bethel Dr,Saint Paul,MN,https://databayou.com/usofa/colleges.html
Central Lakes College-Brainerd,501 West College Drive,Brainerd,MN,https://databayou.com/usofa/colleges.html
Carleton College,One North College Street,Northfield,MN,https://databayou.com/usofa/colleges.html
Concordia College at Moorhead,901 S 8th St,Moorhead,MN,https://databayou.com/usofa/colleges.html
Concordia University-Saint Paul,1282 Concordia Ave,Saint Paul,MN,https://databayou.com/usofa/colleges.html
Dakota County Technical College,1300  145th Street East,Rosemount,MN,https://databayou.com/usofa/colleges.html
Martin Luther College,1995 Luther Ct,New Ulm,MN,https://databayou.com/usofa/colleges.html
Lake Superior College,2101 Trinity Rd,Duluth,MN,https://databayou.com/usofa/colleges.html
Cosmetology Careers Unlimited College of Hair Skin and Nails,121 W Superior St,Duluth,MN,https://databayou.com/usofa/colleges.html
Duluth Business University,4724 Mike Colalillo Drive,Duluth,MN,https://databayou.com/usofa/colleges.html
Minnesota State Community and Technical College,1414 College Way,Fergus Falls,MN,https://databayou.com/usofa/colleges.html
Globe University-Woodbury,8089 Globe Drive,Woodbury,MN,https://databayou.com/usofa/colleges.html
Minnesota West Community and Technical College,1593 11th Ave,Granite Falls,MN,https://databayou.com/usofa/colleges.html
Gustavus Adolphus College,800 West College Avenue,Saint Peter,MN,https://databayou.com/usofa/colleges.html
Hamline University,1536 Hewitt Avenue,Saint Paul,MN,https://databayou.com/usofa/colleges.html
Hazelden Betty Ford Graduate School of Addiction Studies,15251 Pleasant Valley Rd,Center City,MN,https://databayou.com/usofa/colleges.html
Hennepin Technical College,9000 Brooklyn Blvd,Brooklyn Park,MN,https://databayou.com/usofa/colleges.html
Cosmetology Careers Unlimited College of Hair Skin and Nails,2534 E. Beltline,Hibbing,MN,https://databayou.com/usofa/colleges.html
Hibbing Community College,1515 E 25th St,Hibbing,MN,https://databayou.com/usofa/colleges.html
Aveda Institute-Minneapolis,400 Central Ave SE,Minneapolis,MN,https://databayou.com/usofa/colleges.html
Inver Hills Community College,2500 80th St E,Inver Grove Heights,MN,https://databayou.com/usofa/colleges.html
Itasca Community College,1851 Hwy 169 East,Grand Rapids,MN,https://databayou.com/usofa/colleges.html
The Art Institutes International-Minnesota,"15 S 9th Street, LaSalle Building",Minneapolis,MN,https://databayou.com/usofa/colleges.html
Luther Seminary,2481 Como Ave,Saint Paul,MN,https://databayou.com/usofa/colleges.html
Macalester College,1600 Grand Ave,Saint Paul,MN,https://databayou.com/usofa/colleges.html
South Central College,1920 Lee Blvd,North Mankato,MN,https://databayou.com/usofa/colleges.html
Minnesota State University-Mankato,South Rd and Ellis Ave,Mankato,MN,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-Blaine,1351 113th Ave NE,Blaine,MN,https://databayou.com/usofa/colleges.html
Mayo Medical School,200 1st St SW,Rochester,MN,https://databayou.com/usofa/colleges.html
Mayo School of Health Sciences,200 First St SW,Rochester,MN,https://databayou.com/usofa/colleges.html
Argosy University-Twin Cities,1515 Central Parkway,Eagan,MN,https://databayou.com/usofa/colleges.html
Mesabi Range College,1001 Chestnut Street West,Virginia,MN,https://databayou.com/usofa/colleges.html
Metropolitan State University,700 East Seventh Street,Saint Paul,MN,https://databayou.com/usofa/colleges.html
University of Minnesota-Twin Cities,100 Church Street SE,Minneapolis,MN,https://databayou.com/usofa/colleges.html
University of Minnesota-Crookston,2900 University Ave,Crookston,MN,https://databayou.com/usofa/colleges.html
Minneapolis Business College,1711 W County Rd B,Roseville,MN,https://databayou.com/usofa/colleges.html
Minneapolis College of Art and Design,2501 Stevens Ave,Minneapolis,MN,https://databayou.com/usofa/colleges.html
Minneapolis Community and Technical College,1501 Hennepin Ave,Minneapolis,MN,https://databayou.com/usofa/colleges.html
Herzing University-Minneapolis,5700 W Broadway,Minneapolis,MN,https://databayou.com/usofa/colleges.html
Minnesota School of Cosmetology-Woodbury Campus,1750 WEIR DRIVE,WOODBURY,MN,https://databayou.com/usofa/colleges.html
Crossroads College,920 Mayowood Road SW,Rochester,MN,https://databayou.com/usofa/colleges.html
University of Minnesota-Duluth,515 Darland Administration Bldg,Duluth,MN,https://databayou.com/usofa/colleges.html
University of Minnesota-Morris,309 Behmler Hall,Morris,MN,https://databayou.com/usofa/colleges.html
Minnesota School of Business-Richfield,1401 W 76 St,Richfield,MN,https://databayou.com/usofa/colleges.html
Model College of Hair Design,201 Eighth Ave S,Saint Cloud,MN,https://databayou.com/usofa/colleges.html
Minnesota State University Moorhead,1104 Seventh Avenue South,Moorhead,MN,https://databayou.com/usofa/colleges.html
North Hennepin Community College,7411 85th Ave N,Brooklyn Park,MN,https://databayou.com/usofa/colleges.html
National American University-Roseville,1550 West Highway 36,Roseville,MN,https://databayou.com/usofa/colleges.html
Sanford-Brown College-Mendota Heights,1345 Mendota Heights Road,Mendota Heights,MN,https://databayou.com/usofa/colleges.html
Normandale Community College,9700 France Ave S,Bloomington,MN,https://databayou.com/usofa/colleges.html
North Central University,910 Elliot Ave,Minneapolis,MN,https://databayou.com/usofa/colleges.html
Northland Community and Technical College,1101 Hwy One East,Thief River Falls,MN,https://databayou.com/usofa/colleges.html
University of Northwestern-St Paul,3003 Snelling Ave N,Saint Paul,MN,https://databayou.com/usofa/colleges.html
Northwestern Health Sciences University,2501 W 84th St,Bloomington,MN,https://databayou.com/usofa/colleges.html
Oak Hills Christian College,1600 Oak Hills Rd SW,Bemidji,MN,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-Burnsville,14350 Buck Hill Road,Burnsville,MN,https://databayou.com/usofa/colleges.html
Pine Technical & Community College,900 4th St SE,Pine City,MN,https://databayou.com/usofa/colleges.html
Rainy River Community College,1501 Hwy 71,International Falls,MN,https://databayou.com/usofa/colleges.html
Rochester Community and Technical College,851 30th Ave SE,Rochester,MN,https://databayou.com/usofa/colleges.html
College of Saint Benedict,37 S. College Ave.,Saint Joseph,MN,https://databayou.com/usofa/colleges.html
St Cloud Technical and Community College,1540 Northway Drive,Saint Cloud,MN,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-St Cloud,110 2nd Street South,Waite Park,MN,https://databayou.com/usofa/colleges.html
Saint Cloud State University,720 Fourth Ave. South,Saint Cloud,MN,https://databayou.com/usofa/colleges.html
